repo,run_id,generated_at,framework,label,mode,used_critic,overall_score,core_overall_score,total_duration_seconds,input_tokens,output_tokens,total_tokens,n_questions,n_core_questions,n_variation_questions,summary
MovieHub,20260421_104535_debug_compare,2026-04-21 10:49:05,Critic On,Multi-Agent Critic On,multi_agent,True,63.53,97.14285714285714,47.035,30452,3568,34020,17,7,10,"The diagram captures the high-level architecture and main subsystems of the repository well, including the runtime boundaries, data flows, and the role of the Node.js server as the orchestrator. However, it lacks detail on specific implementation aspects, such as the database schema, `my_scripts.js`, and environment-specific configurations, leading to lower scores for those questions."
MovieHub,20260421_104535_debug_compare,2026-04-21 10:49:05,Single Shot,Single Shot,single_prompt,False,56.47,91.42857142857143,7.739,2973,519,3492,17,7,10,"The diagram captures the high-level architecture and main subsystems of the repository, including the Frontend, Backend, Movie Database, and OMDB API. However, it lacks details about specific components like `my_scripts.js`, the database schema, and environment-specific configurations. While the diagram aligns well with the repository answer for general architecture and data flows, it omits critical implementation details and runtime interactions, leading to lower scores for several questions."
MovieHub,20260421_105200_debug_compare,2026-04-21 10:55:20,Critic Off,Multi-Agent Critic Off,multi_agent,False,58.82,97.14285714285714,22.92,21390,1754,23144,17,7,10,"The diagram provides a high-level overview of the system's architecture, including the main subsystems, runtime boundaries, and data/control flows. However, it lacks detail on specific implementation aspects, such as the integration between the Express server and PostgreSQL database, the use of the `ejs` templating engine, and environment-specific configurations. While the diagram aligns well with the repository answers for general architectural questions, it falls short on questions requiring detailed implementation knowledge."
MovieHub,20260421_105200_debug_compare,2026-04-21 10:55:20,Critic On,Multi-Agent Critic On,multi_agent,True,70.59,97.14285714285714,46.936,30793,3778,34571,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, data flows, and external integrations. However, it lacks detail on specific implementation aspects, such as the integration between the Express server and PostgreSQL, the use of `ejs` for templating, and the flow of client-side AJAX calls. Additionally, it does not address specific routes, runtime dependencies, or the separation of concerns between server-side and client-side logic."
MovieHub,20260421_105200_debug_compare,2026-04-21 10:55:20,Single Shot,Single Shot,single_prompt,False,60.0,94.28571428571428,6.749,2973,510,3483,17,7,10,"The diagram provides a high-level overview of the system's architecture, including the main subsystems, runtime boundaries, and data flows. It accurately captures the integration of the frontend, backend, database, and external API. However, it lacks detail on specific implementation aspects, such as the use of `pg-promise`, the `ejs` templating engine, and environment-specific configurations. Additionally, it does not address certain features, such as the `review_info` route, client-side AJAX calls, and static resource handling."
MovieHub,20260421_105541_debug_compare,2026-04-21 10:59:07,Critic Off,Multi-Agent Critic Off,multi_agent,False,62.35,97.14285714285714,23.791,21394,1892,23286,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, data flows, and external integrations. However, it lacks detail on specific implementation aspects, such as the database schema, runtime database interactions, client-side JavaScript files, routes, and environment-specific configurations. While the diagram aligns well with the repository-grounded answers for general architecture and data flows, it falls short in addressing detailed or file-specific questions."
MovieHub,20260421_105541_debug_compare,2026-04-21 10:59:07,Critic On,Multi-Agent Critic On,multi_agent,True,62.35,97.14285714285714,44.249,30654,3598,34252,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, and data flows. However, it lacks critical details about specific files (e.g., `db_script.sql`, `resources/js/my_scripts.js`, `package.json`) and their roles in the system. Additionally, it does not address routes, EJS templates, or the differentiation between development and production environments in sufficient detail."
MovieHub,20260421_105541_debug_compare,2026-04-21 10:59:07,Single Shot,Single Shot,single_prompt,False,63.53,94.28571428571428,6.725,2973,522,3495,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, data flows, and external integrations. However, it lacks detail on specific implementation aspects, such as the database schema, routes, environment configurations, and the role of certain files like `resources/js/my_scripts.js` and `package.json`. While the diagram aligns well with the repository's overall structure, it omits critical details necessary for a complete understanding of the system's functionality."
MovieHub,20260421_105912_debug_compare,2026-04-21 11:02:27,Critic Off,Multi-Agent Critic Off,multi_agent,False,57.65,97.14285714285714,23.402,21394,1759,23153,17,7,10,"The diagram captures the high-level architecture and data flows of the system well, including the main subsystems, runtime boundaries, and data flows. However, it lacks detail on specific implementation aspects, such as the use of `pg-promise`, environment-specific configurations, and the roles of specific files and pages. This results in lower scores for questions requiring detailed or file-specific information."
MovieHub,20260421_105912_debug_compare,2026-04-21 11:02:27,Critic On,Multi-Agent Critic On,multi_agent,True,58.82,91.42857142857143,42.256,31058,3425,34483,17,7,10,"The diagram captures the high-level architecture and runtime boundaries of the system well, including the main subsystems and their interactions. However, it lacks detail on specific implementation aspects, such as the use of `pg-promise`, the roles of specific files (`server.js`, `my_scripts.js`), and the handling of environment-specific configurations. Additionally, it omits key details about user reviews, data flows, and page-specific functionality, which are central to the repository-grounded answers."
MovieHub,20260421_105912_debug_compare,2026-04-21 11:02:27,Single Shot,Single Shot,single_prompt,False,58.82,91.42857142857143,7.829,2973,503,3476,17,7,10,"The diagram provides a high-level overview of the system's architecture, including the main subsystems, runtime boundaries, and data flows. However, it lacks detail on specific implementation aspects, such as the use of `pg-promise`, environment-specific configurations, and the roles of specific files or pages. While it aligns well with the repository-grounded answers for structural and data flow questions, it falls short on questions requiring detailed implementation or functionality descriptions."
MovieHub,20260421_110246_debug_compare,2026-04-21 11:06:12,Critic Off,Multi-Agent Critic Off,multi_agent,False,58.82,97.14285714285714,24.717,21468,1835,23303,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, and data flows. However, it lacks detail on specific implementation aspects, such as the role of `resources/js/my_scripts.js`, the use of EJS templates, and environment-specific configurations in `server.js`. These omissions result in lower scores for questions requiring detailed implementation knowledge."
MovieHub,20260421_110246_debug_compare,2026-04-21 11:06:12,Critic On,Multi-Agent Critic On,multi_agent,True,58.82,97.14285714285714,42.923,30288,3388,33676,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, and data flows. However, it lacks details about specific files (`server.js`, `resources/js/my_scripts.js`, `db_script.sql`) and their roles, as well as mechanisms for data synchronization, user input handling, and environment-specific configurations. This limits its ability to fully align with the repository-grounded answers for more detailed questions."
MovieHub,20260421_110246_debug_compare,2026-04-21 11:06:12,Single Shot,Single Shot,single_prompt,False,70.59,97.14285714285714,7.784,2973,568,3541,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, and data flows. However, it lacks detail on specific implementation aspects, such as the role of `resources/js/my_scripts.js`, the use of EJS templates, and environment-specific configurations in `server.js`. While the diagram aligns well with the repository's modularity and separation of concerns, it omits critical details about database schema interactions and frontend-backend synchronization mechanisms."
MovieHub,20260421_110652_debug_compare,2026-04-21 11:10:09,Critic Off,Multi-Agent Critic Off,multi_agent,False,58.82,97.14285714285714,22.568,21498,1843,23341,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, and data flows. However, it lacks detail on specific implementation aspects, such as database schema relationships, JavaScript file roles, routes, EJS templates, and runtime environment configurations. While the diagram aligns well with the repository-grounded answers for general architecture, it omits critical details in several areas, leading to lower scores for those questions."
MovieHub,20260421_110652_debug_compare,2026-04-21 11:10:09,Critic On,Multi-Agent Critic On,multi_agent,True,60.0,94.28571428571428,47.835,32012,3749,35761,17,7,10,"The diagram captures the high-level architecture and data flows of the system well, including the main subsystems, runtime boundaries, and external integrations. However, it lacks detail on specific implementation aspects, such as database schema relationships, server.js file behavior, EJS templates, and static content handling. These omissions result in lower scores for questions requiring detailed or specific information."
MovieHub,20260421_110652_debug_compare,2026-04-21 11:10:09,Single Shot,Single Shot,single_prompt,False,58.82,91.42857142857143,7.61,2973,523,3496,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, and data flows. However, it lacks detail on specific implementation aspects, such as database schema relationships, routes, EJS templates, and static content integration. While the diagram aligns well with the repository answers for general architecture and data flows, it omits critical details about specific files and their roles in the system."
MovieHub,20260421_111134_debug_compare,2026-04-21 11:14:59,Critic Off,Multi-Agent Critic Off,multi_agent,False,51.76,97.14285714285714,22.131,21371,1735,23106,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, and data/control flows. However, it lacks detail on specific implementation aspects, such as database schema alignment, environment configurations, routes, static resource management, and user input handling. This limits its ability to fully align with the repository-grounded answers for more detailed questions."
MovieHub,20260421_111134_debug_compare,2026-04-21 11:14:59,Critic On,Multi-Agent Critic On,multi_agent,True,52.94,97.14285714285714,43.905,30834,3477,34311,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, and data/control flows. However, it lacks detail on specific implementation aspects, such as database schema alignment, environment configurations, routes, static resource management, and user input handling. These omissions result in lower scores for questions requiring detailed or specific information."
MovieHub,20260421_111134_debug_compare,2026-04-21 11:14:59,Single Shot,Single Shot,single_prompt,False,55.29,97.14285714285714,11.102,2973,558,3531,17,7,10,"The diagram provides a high-level overview of the system's architecture, accurately capturing the main subsystems, runtime boundaries, and data/control flows. However, it lacks critical details about specific implementation aspects, such as database schema alignment, route definitions, static resource management, and user input validation. These omissions result in lower scores for questions requiring detailed or specific information."
MovieHub,20260421_111517_debug_compare,2026-04-21 11:18:43,Critic Off,Multi-Agent Critic Off,multi_agent,False,62.35,97.14285714285714,23.334,21354,1761,23115,17,7,10,"The diagram captures the high-level architecture and interactions between the main subsystems, including the web client, Node.js server, database, and OMDb API. However, it lacks detail on specific implementation aspects, such as the role of `server.js`, `resources/js/my_scripts.js`, the `ejs` dependency, and environment-specific configurations. Additionally, it does not address the database schema or the specific runtime flows for user interactions like submitting reviews."
MovieHub,20260421_111517_debug_compare,2026-04-21 11:18:43,Critic On,Multi-Agent Critic On,multi_agent,True,64.71,97.14285714285714,51.415,31025,3913,34938,17,7,10,"The diagram captures the high-level architecture and data flows of the system, including the main subsystems, runtime boundaries, and integration with the OMDb API. However, it lacks detail on specific implementation aspects, such as the database schema, `server.js` file, `resources/js/my_scripts.js`, and environment-specific configurations. Additionally, it does not address user interactions, views, or the serving of static resources."
MovieHub,20260421_111517_debug_compare,2026-04-21 11:18:43,Single Shot,Single Shot,single_prompt,False,55.29,88.57142857142857,6.474,2973,510,3483,17,7,10,"The diagram captures the high-level architecture of the system, including the main subsystems, runtime boundaries, and data flows. However, it lacks detail on specific implementation aspects, such as the role of `resources/js/my_scripts.js`, the `ejs` dependency, environment-specific configurations, and user interaction flows. While it aligns well with some repository answers, it misses critical details in others, particularly regarding database schema, static resource handling, and dynamic content rendering."
